id,sales
0,10.988228767920416
1,12.870371927592338
2,13.383260451541526
3,14.168304250161869
4,14.908285559533589
5,16.28382832128348
6,16.978205752654148
7,10.665943734805616
8,12.580651122447758
9,13.048222110029808
10,14.003839800335983
11,14.729413564865299
12,16.26382299896609
13,16.576903490104293
14,10.835324710777675
15,12.875501914717926
16,12.984588349763253
17,13.950456495795734
18,14.762444867756157
19,16.24518710350969
20,16.423535553349534
21,10.818614314674436
22,12.659363759777793
23,12.967164315587066
24,13.928625456507254
25,14.881927726171986
26,16.402236800605547
27,16.847482799263883
28,11.446105034130555
29,13.672788372785758
30,13.398990320814537
31,15.881685876269145
32,16.35702454219844
33,18.79651034015665
34,18.826500127080756
35,12.522713746035533
36,14.766991643004538
37,14.652240517893182
38,15.786809697306275
39,16.6227250011781
40,18.25266137013678
41,18.716346581570058
42,12.14895618501662
43,14.755600568757583
44,14.647908241563897
45,15.75092371551387
46,16.74399051607568
47,18.28697802023826
48,18.937982111660734
49,12.235078383307059
50,14.756533292675554
51,14.663276755460297
52,15.808819292247815
53,16.832365936854725
54,18.14843957304522
55,18.73160840396653
56,12.513155170612322
57,14.970080333291977
58,14.8134387235154
59,19.53641779588906
60,19.45118231637981
61,22.540951447719138
62,22.923522119596836
63,15.426343195553432
64,17.47982205029016
65,17.950719017776322
66,18.975165090995826
67,19.641009527840634
68,22.150944269824745
69,22.782631446749324
70,14.932104826501309
71,17.448550522925927
72,17.96683223606997
73,18.974492756759165
74,19.886996747574816
75,22.217810422315882
76,22.924248144791292
77,15.17551517606265
78,17.65743756014277
79,18.06719194486035
80,19.123857067531212
81,20.09743412638982
82,22.263148180478062
83,22.807399900939902
84,15.55038059711946
85,18.00064883451247
86,18.61078177600672
87,19.496036366135925
88,20.30390706976688
89,22.472522020751917
90,16.784407098575414
91,18.28353531121388
92,18.64147841521177
93,19.81431853232818
94,21.859987452085
95,22.969720415035415
96,24.168863657984307
97,16.509627929464596
98,18.023543614767913
99,18.400843159102287
100,19.61877471283141
101,21.671284808889446
102,22.71710297281703
103,23.740519482406036
104,16.505178740947596
105,18.022910332088728
106,18.39409262457067
107,19.602498600015863
108,21.758927434164633
109,22.870811034546712
110,23.778869488774948
111,16.57869471943024
112,18.10881328427243
113,18.480263724186788
114,19.62533223828835
115,21.853385418788495
116,22.930572844773863
117,23.856561466957885
118,17.051319741751165
119,18.927970302204148
120,18.110298305836125
121,22.01256369055398
122,24.223553027097733
123,25.86063759601437
124,26.806400309192803
125,18.501449145353497
126,20.507217655272864
127,20.71696818281161
128,22.025455988693757
129,24.572796170276057
130,26.235566216557466
131,26.659153269551627
132,18.198611433187267
133,20.368608217708214
134,20.87780820976344
135,22.13356755595688
136,24.56135757517851
137,26.13987675775463
138,26.686936563440025
139,18.295361451853363
140,20.573891017753276
141,20.901828965632262
142,22.112086951453286
143,24.589640292758254
144,26.07162331021516
145,26.772553245513432
146,18.495518811104763
147,21.161161013121546
148,20.513402697685773
149,26.69153883255143
150,29.053439618996112
151,30.52303079266356
152,31.71399851722383
153,22.79556282913651
154,25.06502245659238
155,25.242064768405463
156,26.840050907056078
157,29.745133161890664
158,30.99894220348059
159,31.71551145448455
160,22.03339793644951
161,24.447491669919877
162,24.9718860296699
163,26.692818064023733
164,29.494808197461403
165,30.790064211958413
166,31.50645563191197
167,22.211662893577984
168,24.882597631983096
169,25.16109068595653
170,26.814612573212674
171,29.58172819982783
172,30.756159864416286
173,31.708569539590314
174,22.532513125001433
175,25.015962008682596
176,25.49172140957545
177,27.004085080971404
178,29.809697490015424
179,30.639829291781503
180,14.895877085824669
181,17.047355889731893
182,17.296832321384745
183,17.618890131446882
184,18.705876972796382
185,20.481220887677487
186,20.744059524571885
187,14.841197586813719
188,16.9207673332527
189,16.852380947609014
190,17.495809118067342
191,18.60425727752775
192,20.431133516181077
193,20.598015041344464
194,14.729834129076416
195,16.916213674399636
196,17.143287508234533
197,17.38634007938018
198,18.62664413580295
199,20.259981797773662
200,20.659824679972058
201,14.739208020435784
202,17.01208205680998
203,17.263264104094684
204,17.539719047426562
205,18.604953513008695
206,20.46790429907182
207,20.916209118081635
208,14.839027760730666
209,17.651514441203332
210,16.95208287974092
211,19.961280050565737
212,20.45731726217231
213,23.013619549160996
214,23.49082587720247
215,16.179180707390497
216,18.740322423830776
217,19.16285809353122
218,19.90374130852192
219,21.124502265335504
220,22.674612865696762
221,23.405165677592517
222,15.893030802519487
223,18.653956503723272
224,19.1499269233411
225,20.043421028852904
226,21.283040418195966
227,23.271787555858346
228,23.320309310623397
229,15.967315151220504
230,18.45161347148616
231,19.245018732806916
232,20.094226324562204
233,21.150903449537868
234,23.123531862581988
235,23.260956993259274
236,16.157189215691186
237,19.083580658284816
238,18.87639359833439
239,24.16751215459719
240,24.56742814264177
241,27.528131406797346
242,27.95318746853566
243,19.427659457308554
244,22.855869541212716
245,23.104885342709757
246,24.204451550282922
247,25.75290095388929
248,28.019925025678013
249,28.432349246740916
250,19.02655955272446
251,22.59837335355931
252,22.922121528612497
253,24.135282461432787
254,25.679482423857532
255,28.144296645372467
256,28.26883100376412
257,19.168659930963106
258,22.695409518933605
259,23.171524227835267
260,24.33906960028436
261,25.81367425715517
262,28.030926633754643
263,28.39683141043743
264,19.68890475952493
265,23.213246204042335
266,23.564430313542516
267,24.431300611568837
268,26.283682939287257
269,27.791273079493347
270,13.064972880093551
271,14.931399890738252
272,15.368233007751794
273,16.19276630099675
274,17.334083169260133
275,17.68792922215558
276,18.139575748795867
277,12.725924341582745
278,14.46388424103448
279,14.995977775323464
280,16.14721806921088
281,17.086968028153837
282,17.52888058114275
283,18.503844394063435
284,12.628881612296452
285,14.286737437841703
286,14.878528119304882
287,16.2549870725081
288,17.31947883566437
289,17.879038588986482
290,18.44500716562379
291,12.92878014349079
292,14.291753125177339
293,14.920990406638811
294,16.435604235807062
295,17.287274370103738
296,17.874272924256122
297,18.49799249940683
298,13.454743723600552
299,15.04096557432349
300,15.546042398115237
301,18.402101089730014
302,19.39282828671615
303,20.389011137587232
304,20.906758884312833
305,14.787211471713604
306,16.31689126461987
307,16.8095989229147
308,18.17850184974757
309,19.620131960992314
310,20.132970776266404
311,21.027504458942442
312,14.486571369837709
313,16.077422914479907
314,16.809952898540445
315,18.209636060976024
316,19.788066625466747
317,20.289870306548977
318,21.17143559279481
319,14.46425309441018
320,16.140108894118445
321,16.906951244278677
322,18.326041742515276
323,19.796939305542175
324,20.06987736639427
325,21.223139407029876
326,14.669489615770898
327,16.406090151486794
328,17.19091703844875
329,22.377591628463065
330,23.56976845716114
331,24.735122512936762
332,25.16392384101397
333,17.56917730641559
334,19.56647900539697
335,20.44993652164473
336,22.15077755779213
337,23.965686634422113
338,24.590947116664278
339,25.4634844903371
340,17.221770376658718
341,19.284351458658303
342,20.35799034276284
343,22.087244408235193
344,23.921360892477733
345,24.588774592279957
346,25.437854643497804
347,17.406866690677624
348,19.495559277028512
349,20.607257038248402
350,22.2851886850026
351,24.073093388404043
352,24.590100217182787
353,25.896905846744115
354,17.737098091925265
355,19.87166835266331
356,20.758736393399232
357,22.502206948084854
358,24.358824945102143
359,24.475790657122413
360,8.785824084798858
361,10.875696263185434
